RAAA#,Sex,AnimalID,Name,DOB,BrdCds,PROS,CED, BW, WW, YW, ADG, DMI, Milk, ME, HPG, CEM, STAY, Marb, YG, CW, REA, FAT, HB, GM
PM40,,N42 - N5243,HHOLL N42 - GMRA PATRIOT N5243,,,151,16,-3.6,67,105,0.24,0.63,33,-4,12,7,19,0.63,0.06,22,0.11,0.02,88,64
PM41,,N43 - 57,HHOLL N43 - BHR CENTERFIRE 57,,,140,14,-2.1,69,112,0.27,0.94,28,-5,13,7,17,0.59,-0.05,18,0.32,0.01,80,59
PM42,,N43 - N5243,HHOLL N43 - GMRA PATRIOT N5243,,,147,13,-2,71,114,0.27,0.84,29,-1,12,7,19,0.56,0.03,23,0.16,0.01,85,62
PM43,,N44 - 57,HHOLL N44 - BHR CENTERFIRE 57,,,142,13,-1.9,71,115,0.27,0.9,28,-4,12,7,17,0.6,-0.03,26,0.34,0,73,68
PM44,,N44 - N5243,HHOLL N44 - GMRA PATRIOT N5243,,,150,13,-1.8,73,117,0.28,0.81,30,0,11,6,19,0.58,0.05,31,0.18,0.01,78,71
PM45,,N46B - 57,HHOLL N46B - BHR CENTERFIRE 57,,,146,13,-1.5,73,116,0.27,0.81,28,-7,12,7,18,0.5,-0.07,22,0.42,0.01,89,58
PM46,,N46B - N5243,HHOLL N46B - GMRA PATRIOT N5243,,,154,13,-1.5,75,118,0.27,0.71,29,-3,11,6,20,0.48,0.01,28,0.26,0.01,94,60
PM47,,N53 - 57,HHOLL N53 - BHR CENTERFIRE 57,,,146,16,-4,66,104,0.23,0.75,30,-7,13,9,17,0.71,-0.02,15,0.29,0.02,83,63
PM48,,N53 - N5243,HHOLL N53 - GMRA PATRIOT N5243,,,154,16,-4,68,106,0.24,0.65,31,-3,12,8,19,0.69,0.05,21,0.13,0.02,88,66
PM49,,N55 - 57,HHOLL N55 - BHR CENTERFIRE 57,,,146,17,-3.5,67,104,0.23,0.78,31,-8,12,9,17,0.56,-0.1,18,0.41,0,88,58
PM50,,N55 - N5243,HHOLL N55 - GMRA PATRIOT N5243,,,154,17,-3.4,68,106,0.24,0.68,32,-4,11,9,20,0.54,-0.02,24,0.25,0,93,61
PM51,,N57 - 57,HHOLL N57 - BHR CENTERFIRE 57,,,,14,-2.3,67,107,0.25,0.66,26,-6,11,7,16,,,,,,69,
PM52,,N57 - N5243,HHOLL N57 - GMRA PATRIOT N5243,,,,14,-2.2,68,110,0.26,0.56,28,-3,10,7,18,,,,,,74,
PM53,,N60 - 57,HHOLL N60 - BHR CENTERFIRE 57,,,129,18,-4.1,61,99,0.24,0.77,29,-5,11,9,15,0.59,-0.06,16,0.37,0.01,68,61
PM54,,N60 - N5243,HHOLL N60 - GMRA PATRIOT N5243,,,137,18,-4,62,102,0.25,0.68,31,-2,10,9,18,0.56,0.02,21,0.2,0.01,73,64
PM55,,N61 - 57,HHOLL N61 - BHR CENTERFIRE 57,,,141,15,-2.5,65,104,0.24,0.85,28,-5,12,8,19,0.5,-0.06,15,0.33,0.01,89,52
PM56,,N61 - N5243,HHOLL N61 - GMRA PATRIOT N5243,,,149,15,-2.5,66,106,0.25,0.75,29,-2,11,7,21,0.48,0.02,21,0.17,0.01,94,55
PM57,,N62 - 57,HHOLL N62 - BHR CENTERFIRE 57,,,124,17,-3.9,57,91,0.21,0.76,27,-7,12,9,16,0.57,-0.06,8,0.26,0.01,75,49
PM58,,N62 - N5243,HHOLL N62 - GMRA PATRIOT N5243,,,132,17,-3.9,59,93,0.22,0.66,28,-3,11,8,18,0.55,0.01,13,0.1,0.01,80,52
PM59,,N64 - 57,HHOLL N64 - BHR CENTERFIRE 57,,,158,18,-4.4,61,96,0.22,0.72,32,-6,13,9,19,0.65,-0.03,16,0.29,0.01,97,61
PM60,,N64 - N5243,HHOLL N64 - GMRA PATRIOT N5243,,,166,18,-4.3,63,98,0.22,0.62,33,-3,12,9,21,0.63,0.05,22,0.13,0.02,102,64
PM61,,N65 - 57,HHOLL N65 - BHR CENTERFIRE 57,,,147,19,-4.9,62,100,0.23,0.82,28,-7,13,10,16,0.75,-0.03,15,0.29,0.01,81,66
PM62,,N65 - N5243,HHOLL N65 - GMRA PATRIOT N5243,,,155,19,-4.9,64,102,0.24,0.72,30,-3,12,9,19,0.73,0.05,20,0.13,0.02,86,69
PM63,,N70 - 57,HHOLL N70 - BHR CENTERFIRE 57,,,140,17,-4.1,66,102,0.23,0.7,30,-8,11,9,16,0.62,-0.12,18,0.48,0,76,64
PM64,,N70 - N5243,HHOLL N70 - GMRA PATRIOT N5243,,,148,17,-4,68,105,0.23,0.61,32,-4,11,9,18,0.6,-0.04,24,0.32,0,81,67
PM65,,N73 - 57,HHOLL N73 - BHR CENTERFIRE 57,,,139,15,-3,69,106,0.23,0.82,31,-8,12,8,17,0.6,-0.1,17,0.41,0,82,57
PM66,,N73 - N5243,HHOLL N73 - GMRA PATRIOT N5243,,,147,15,-2.9,71,109,0.24,0.72,32,-4,11,8,19,0.57,-0.02,22,0.25,0,87,60
PM67,,N77 - 57,HHOLL N77 - BHR CENTERFIRE 57,,,134,18,-4.3,67,103,0.23,0.88,29,-7,12,9,17,0.56,-0.07,13,0.33,0.01,84,50
PM68,,N77 - N5243,HHOLL N77 - GMRA PATRIOT N5243,,,142,18,-4.2,68,105,0.23,0.78,30,-3,11,9,19,0.54,0.01,19,0.17,0.01,89,53
PM69,,N80 - 57,HHOLL N80 - BHR CENTERFIRE 57,,,127,17,-3.2,66,105,0.24,0.75,29,-6,11,8,15,0.61,-0.03,18,0.27,0.01,66,60
PM70,,N80 - N5243,HHOLL N80 - GMRA PATRIOT N5243,,,134,17,-3.2,68,107,0.25,0.65,30,-2,10,7,18,0.58,0.05,24,0.11,0.01,71,63
PM71,,N84 - 57,HHOLL N84 - BHR CENTERFIRE 57,,,132,18,-3.6,66,107,0.25,0.74,31,-5,11,9,15,0.59,-0.03,19,0.3,0.01,68,64
PM72,,N84 - N5243,HHOLL N84 - GMRA PATRIOT N5243,,,140,18,-3.5,67,109,0.26,0.64,32,-1,10,8,18,0.57,0.05,25,0.14,0.01,73,66
PM73,,N89 - 57,HHOLL N89 - BHR CENTERFIRE 57,,,145,15,-2.5,67,106,0.24,0.79,31,-4,11,8,18,0.55,-0.03,24,0.3,0,83,62
PM74,,N89 - N5243,HHOLL N89 - GMRA PATRIOT N5243,,,152,14,-2.4,68,108,0.25,0.69,32,-1,10,7,20,0.53,0.05,29,0.14,0,88,65
PM75,,N90 - 57,HHOLL N90 - BHR CENTERFIRE 57,,,127,17,-3.7,66,101,0.22,0.69,32,-8,12,8,16,0.55,-0.07,14,0.35,0.01,76,51
PM76,,N90 - N5243,HHOLL N90 - GMRA PATRIOT N5243,,,135,17,-3.6,67,103,0.22,0.59,33,-4,11,8,18,0.52,0.01,20,0.19,0.01,81,54
PM77,,N91 - 57,HHOLL N91 - BHR CENTERFIRE 57,,,,17,-3.3,60,98,0.24,0.63,28,-7,11,8,15,,,,,,64,
PM78,,N91 - N5243,HHOLL N91 - GMRA PATRIOT N5243,,,,17,-3.2,61,100,0.24,0.53,30,-3,10,8,17,,,,,,69,
PM79,,N92 - 57,HHOLL N92 - BHR CENTERFIRE 57,,,126,18,-4.1,61,94,0.21,0.69,31,-8,12,9,15,0.61,-0.05,13,0.29,0.01,71,55
PM80,,N92 - N5243,HHOLL N92 - GMRA PATRIOT N5243,,,134,18,-4,63,97,0.21,0.59,32,-4,11,8,17,0.59,0.03,19,0.13,0.01,76,58
PM81,,N93 - 57,HHOLL N93 - BHR CENTERFIRE 57,,,132,14,-2.5,62,97,0.22,0.72,29,-6,11,7,16,0.6,-0.1,16,0.47,0.01,71,61
PM82,,N93 - N5243,HHOLL N93 - GMRA PATRIOT N5243,,,140,14,-2.4,63,100,0.23,0.62,30,-2,10,6,19,0.58,-0.02,21,0.31,0.01,76,64
PM83,,N94 - 57,HHOLL N94 - BHR CENTERFIRE 57,,,124,14,-2.2,65,104,0.25,0.7,29,-7,11,7,16,0.56,-0.04,12,0.27,0.01,70,54
PM84,,N94 - N5243,HHOLL N94 - GMRA PATRIOT N5243,,,132,14,-2.1,66,106,0.25,0.6,30,-3,10,7,18,0.54,0.04,18,0.11,0.01,75,57
PM85,,N96 - 57,HHOLL N96 - BHR CENTERFIRE 57,,,139,16,-3.7,67,107,0.25,0.88,29,-5,12,9,16,0.62,-0.03,22,0.3,0,74,65
PM86,,N96 - N5243,HHOLL N96 - GMRA PATRIOT N5243,,,147,16,-3.7,69,109,0.25,0.77,31,-1,11,8,18,0.6,0.05,28,0.14,0.01,79,68
PM87,,N99 - 57,HHOLL N99 - BHR CENTERFIRE 57,,,125,17,-3.9,64,98,0.21,0.79,31,-8,12,9,16,0.59,-0.07,10,0.3,0.01,77,48
PM88,,N99 - N5243,HHOLL N99 - GMRA PATRIOT N5243,,,133,17,-3.9,65,100,0.22,0.69,33,-4,11,8,18,0.57,0.01,15,0.14,0.01,82,51
PM89,,N12 - 57,HHOLL N12 - BHR CENTERFIRE 57,,,132,14,-2.6,67,104,0.23,0.76,30,-8,11,8,15,0.63,-0.12,16,0.44,-0.01,71,61
PM90,,N12 - N5243,HHOLL N12 - GMRA PATRIOT N5243,,,140,14,-2.5,69,106,0.23,0.66,31,-4,10,7,17,0.61,-0.04,22,0.27,0,76,64
PM91,,N41 - 57,HHOLL N41 - BHR CENTERFIRE 57,,,139,17,-3.8,64,99,0.22,0.72,31,-8,11,9,16,0.62,-0.09,18,0.37,0,77,62
PM92,,N41 - N5243,HHOLL N41 - GMRA PATRIOT N5243,,,147,17,-3.8,65,101,0.23,0.62,33,-4,10,8,18,0.6,-0.01,23,0.2,0,82,65
PM93,,N79 - 57,HHOLL N79 - BHR CENTERFIRE 57,,,133,15,-2.8,65,108,0.27,0.79,28,-5,12,8,15,0.6,-0.02,19,0.28,0.01,67,66
PM94,,N79 - N5243,HHOLL N79 - GMRA PATRIOT N5243,,,141,15,-2.7,67,110,0.27,0.69,29,-1,11,7,18,0.58,0.06,25,0.12,0.01,72,69
PM95,,N45 - 57,HHOLL N45 - BHR CENTERFIRE 57,,,122,19,-4.7,61,98,0.23,0.68,29,-7,12,10,15,0.57,-0.04,13,0.29,0.01,66,56
PM96,,N45 - N5243,HHOLL N45 - GMRA PATRIOT N5243,,,130,19,-4.6,62,100,0.24,0.58,30,-3,11,9,17,0.55,0.04,19,0.13,0.02,71,59
PM97,,N102 - 57,HHOLL N102 - BHR CENTERFIRE 57,,,135,17,-3.5,63,102,0.24,0.84,25,-6,13,9,16,0.59,-0.07,12,0.33,0.01,79,56
PM98,,N102 - N5243,HHOLL N102 - GMRA PATRIOT N5243,,,143,17,-3.4,64,104,0.25,0.74,27,-2,12,8,19,0.56,0.01,18,0.17,0.01,84,59
